#====================================================================
#
#var gq = {};
#load manzil1,7.js + manzil2,3,4.js + manzil5,6.js
#word for word translation:
#var str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/.*\t(.*)\t.*\r\n/gm, '$1|').slice(0, -1) + '\r\n'; }); } console.log(str);
#load suras from tanzil.net quran-data.js QuranData.Sura
#morphological data:
#var s = 1, a = 0, w, str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { w = 1; if (a >= suras[s][1]) { s++; a = 1; } else { a++; } str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/(.*\t).*\t(.*?)\|(.*\r\n)/gm, function (m, c1, c2, c3) { return '(' + s + ':' + a + ':' + w++ + ')\t' + c1 + c2 + '\t' + c3; }); }); } console.log(str);
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(19:49:8)	wahabonaA	 V	PERF|LEM:wahaba|ROOT:whb|1P
(19:49:9)	lahu,^	 PRON	3MS
(19:49:10)	<isoHa`qa	 PN	LEM:<isoHaAq|ACC
(19:49:11)	wayaEoquwba	 PN	LEM:yaEoquwb|ACC
(19:49:12)	wakul~FA	 N	LEM:kul~|ROOT:kll|M|INDEF|ACC
(19:49:13)	jaEalonaA	 V	PERF|LEM:jaEala|ROOT:jEl|1P
(19:49:14)	nabiy~FA	 N	LEM:n~abiY~|ROOT:nbA|M|INDEF|ACC
(19:50:1)	wawahabonaA	V	PERF|LEM:wahaba|ROOT:whb|1P
(19:50:2)	lahum	 PRON	3MP
(19:50:3)	m~in	 P	LEM:min
(19:50:4)	r~aHomatinaA	 N	LEM:raHomap|ROOT:rHm|F|GEN
(19:50:5)	wajaEalonaA	 V	PERF|LEM:jaEala|ROOT:jEl|1P
(19:50:6)	lahumo	 PRON	3MP
(19:50:7)	lisaAna	 N	LEM:lisaAn|ROOT:lsn|M|ACC
(19:50:8)	SidoqK	 N	LEM:Sidoq|ROOT:Sdq|M|INDEF|GEN
(19:50:9)	Ealiy~FA	 ADJ	LEM:Ealiy~|ROOT:Elw|MS|INDEF|ACC
(19:51:1)	wa{*okuro	V	IMPV|LEM:*akara|ROOT:*kr|2MS
(19:51:2)	fiY	 P	LEM:fiY
(19:51:3)	{lokita`bi	 N	LEM:kita`b|ROOT:ktb|M|GEN
(19:51:4)	muwsaY`^	 PN	LEM:muwsaY`|M|ACC
(19:51:5)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(19:51:6)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:51:7)	muxolaSFA	 N	PASS|PCPL|(IV)|LEM:muxolaS|ROOT:xlS|M|INDEF|ACC
(19:51:8)	wakaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:51:9)	rasuwlFA	 N	LEM:rasuwl|ROOT:rsl|M|INDEF|ACC
(19:51:10)	n~abiy~FA	 N	LEM:n~abiY~|ROOT:nbA|M|INDEF|ACC
(19:52:1)	wana`dayona`hu	V	PERF|(III)|LEM:naAdaY`|ROOT:ndw|1P
(19:52:2)	min	 P	LEM:min
(19:52:3)	jaAnibi	 N	ACT|PCPL|LEM:jaAnib|ROOT:jnb|M|GEN
(19:52:4)	{lT~uwri	 N	LEM:Tuwr|ROOT:Twr|M|GEN
(19:52:5)	{lo>ayomani	 ADJ	LEM:>ayoman|ROOT:ymn|MS|GEN
(19:52:6)	waqar~abona`hu	 V	PERF|(II)|LEM:qar~aba|ROOT:qrb|1P
(19:52:7)	najiy~FA	 N	LEM:najiy~|ROOT:njw|MS|INDEF|ACC
(19:53:1)	wawahabonaA	V	PERF|LEM:wahaba|ROOT:whb|1P
(19:53:2)	lahu,	 PRON	3MS
(19:53:3)	min	 P	LEM:min
(19:53:4)	r~aHomatinaA^	 N	LEM:raHomap|ROOT:rHm|F|GEN
(19:53:5)	>axaAhu	 N	LEM:>ax|ROOT:Axw|MS|ACC
(19:53:6)	ha`ruwna	 PN	LEM:ha`ruwn|M|ACC
(19:53:7)	nabiy~FA	 N	LEM:n~abiY~|ROOT:nbA|M|INDEF|ACC
(19:54:1)	wa{*okuro	V	IMPV|LEM:*akara|ROOT:*kr|2MS
(19:54:2)	fiY	 P	LEM:fiY
(19:54:3)	{lokita`bi	 N	LEM:kita`b|ROOT:ktb|M|GEN
(19:54:4)	<isoma`Eiyla	 PN	LEM:<isomaAEiyl|M|ACC
(19:54:5)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(19:54:6)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:54:7)	SaAdiqa	 N	ACT|PCPL|LEM:SaAdiq|ROOT:Sdq|M|ACC
(19:54:8)	{lowaEodi	 N	LEM:waEod|ROOT:wEd|M|GEN
(19:54:9)	wakaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:54:10)	rasuwlFA	 N	LEM:rasuwl|ROOT:rsl|M|INDEF|ACC
(19:54:11)	n~abiy~FA	 N	LEM:n~abiY~|ROOT:nbA|M|INDEF|ACC
(19:55:1)	wakaAna	V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:55:2)	ya>omuru	 V	IMPF|LEM:>amara|ROOT:Amr|3MS
(19:55:3)	>aholahu,	 N	LEM:>ahol|ROOT:Ahl|M|ACC
(19:55:4)	bi{lS~alaw`pi	 N	LEM:Salaw`p|ROOT:Slw|F|GEN
(19:55:5)	wa{lz~akaw`pi	 N	LEM:zakaw`p|ROOT:zkw|F|GEN
(19:55:6)	wakaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:55:7)	Einda	 LOC	LEM:Eind|ROOT:End|ACC
(19:55:8)	rab~ihi.	 N	LEM:rab~|ROOT:rbb|M|GEN
(19:55:9)	maroDiy~FA	 N	PASS|PCPL|LEM:maroDiy~|ROOT:rDw|M|INDEF|ACC
(19:56:1)	wa{*okuro	V	IMPV|LEM:*akara|ROOT:*kr|2MS
(19:56:2)	fiY	 P	LEM:fiY
(19:56:3)	{lokita`bi	 N	LEM:kita`b|ROOT:ktb|M|GEN
(19:56:4)	<idoriysa	 PN	LEM:<idoriys|ACC
(19:56:5)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(19:56:6)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:56:7)	Sid~iyqFA	 N	LEM:Sid~iyq|ROOT:Sdq|M|INDEF|ACC
(19:56:8)	n~abiy~FA	 N	LEM:n~abiY~|ROOT:nbA|M|INDEF|ACC
(19:57:1)	warafaEona`hu	V	PERF|LEM:rafaEa|ROOT:rfE|1P
(19:57:2)	makaAnFA	 N	LEM:m~akaAn|ROOT:kwn|M|INDEF|ACC
(19:57:3)	Ealiy~FA	 ADJ	LEM:Ealiy~|ROOT:Elw|MS|INDEF|ACC
(19:58:1)	>uw@la`^}ika	DEM	LEM:>uwla`^}ik|P
(19:58:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(19:58:3)	>anoEama	 V	PERF|(IV)|LEM:>anoEama|ROOT:nEm|3MS
(19:58:4)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(19:58:5)	Ealayohim	 P	LEM:EalaY`
(19:58:6)	m~ina	 P	LEM:min
(19:58:7)	{ln~abiy~i.na	 N	LEM:n~abiY~|ROOT:nbA|MP|GEN
(19:58:8)	min	 P	LEM:min
(19:58:9)	*ur~iy~api	 N	LEM:*ur~iy~ap|ROOT:*rr|F|GEN
(19:58:10)	'aAdama	 PN	LEM:A^dam|M|GEN
(19:58:11)	wamim~ano	 P	LEM:min
(19:58:12)	HamalonaA	 V	PERF|LEM:Hamala|ROOT:Hml|1P
(19:58:13)	maEa	 LOC	LEM:maE|ACC
(19:58:14)	nuwHK	 PN	LEM:nuwH|M|GEN
(19:58:15)	wamin	 P	LEM:min
(19:58:16)	*ur~iy~api	 N	LEM:*ur~iy~ap|ROOT:*rr|F|GEN
(19:58:17)	<ibora`hiyma	 PN	LEM:<iboraAhiym|M|GEN
(19:58:18)	wa<isora`^'iyla	 PN	LEM:<isoraA}iyl|GEN
(19:58:19)	wamim~ano	 P	LEM:min
(19:58:20)	hadayonaA	 V	PERF|LEM:hadaY|ROOT:hdy|1P
(19:58:21)	wa{jotabayonaA^	 V	PERF|(VIII)|LEM:{jotabaY`|ROOT:jby|1P
(19:58:22)	<i*aA	 T	LEM:<i*aA
(19:58:23)	tutolaY`	 V	IMPF|PASS|LEM:talaY`|ROOT:tlw|3FS
(19:58:24)	Ealayohimo	 P	LEM:EalaY`
(19:58:25)	'aAya`tu	 N	LEM:'aAyap|ROOT:Ayy|FP|NOM
(19:58:26)	{lr~aHoma`ni	 ADJ	LEM:r~aHoma`n|ROOT:rHm|MS|GEN
(19:58:27)	xar~uwA@	 V	PERF|LEM:xar~a|ROOT:xrr|3MP
(19:58:28)	suj~adFA	 N	ACT|PCPL|LEM:saAjid|ROOT:sjd|MP|INDEF|ACC
(19:58:29)	wabukiy~FA	 N	LEM:bukiy~|ROOT:bky|MP|INDEF|ACC
(19:59:1)	faxalafa	V	PERF|LEM:xalafa|ROOT:xlf|3MS
(19:59:2)	min[	 P	LEM:min
(19:59:3)	baEodihimo	 N	LEM:baEod|ROOT:bEd|GEN
(19:59:4)	xalofN	 N	LEM:xalof|ROOT:xlf|M|INDEF|NOM
(19:59:5)	>aDaAEuwA@	 V	PERF|(IV)|LEM:>aDaAEu|ROOT:DyE|3MP
(19:59:6)	{lS~alaw`pa	 N	LEM:Salaw`p|ROOT:Slw|F|ACC
(19:59:7)	wa{t~abaEuwA@	 V	PERF|(VIII)|LEM:{t~abaEa|ROOT:tbE|3MP
(19:59:8)	{l$~ahawa`ti	 N	LEM:$~ahawa`t|ROOT:$hw|FP|ACC
(19:59:9)	fasawofa	 FUT	LEM:sawof
(19:59:10)	yaloqawona	 V	IMPF|LEM:laqu|ROOT:lqy|3MP
(19:59:11)	gay~FA	 N	LEM:gay~|ROOT:gwy|M|INDEF|ACC
(19:60:1)	<il~aA	RES	LEM:<il~aA
(19:60:2)	man	 REL	LEM:man
(19:60:3)	taAba	 V	PERF|LEM:taAba|ROOT:twb|3MS
(19:60:4)	wa'aAmana	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MS
(19:60:5)	waEamila	 V	PERF|LEM:Eamila|ROOT:Eml|3MS
(19:60:6)	Sa`liHFA	 N	ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC
(19:60:7)	fa>uw@la`^}ika	 DEM	LEM:>uwla`^}ik|P
(19:60:8)	yadoxuluwna	 V	IMPF|LEM:daxala|ROOT:dxl|3MP
(19:60:9)	{lojan~apa	 PN	LEM:jan~ap|ROOT:jnn|F|ACC
(19:60:10)	walaA	 NEG	LEM:laA
(19:60:11)	yuZolamuwna	 V	IMPF|PASS|LEM:Zalama|ROOT:Zlm|3MP
(19:60:12)	$ayo_#FA	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|ACC
(19:61:1)	jan~a`ti	N	LEM:jan~ap|ROOT:jnn|FP|ACC
(19:61:2)	EadonK	 PN	LEM:Eadon|GEN
(19:61:3)	{l~atiY	 REL	LEM:{l~a*iY|FS
(19:61:4)	waEada	 V	PERF|LEM:waEada|ROOT:wEd|3MS
(19:61:5)	{lr~aHoma`nu	 N	LEM:r~aHoma`n|ROOT:rHm|MS|NOM
(19:61:6)	EibaAdahu,	 N	LEM:Eabod|ROOT:Ebd|MP|ACC
(19:61:7)	bi{logayobi	 N	LEM:gayob|ROOT:gyb|M|GEN
(19:61:8)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(19:61:9)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:61:10)	waEoduhu,	 N	LEM:waEod|ROOT:wEd|M|NOM
(19:61:11)	ma>otiy~FA	 N	PASS|PCPL|LEM:ma>otiy~N|ROOT:Aty|M|INDEF|ACC
(19:62:1)	l~aA	NEG	LEM:laA
(19:62:2)	yasomaEuwna	 V	IMPF|LEM:samiEa|ROOT:smE|3MP
(19:62:3)	fiyhaA	 P	LEM:fiY
(19:62:4)	lagowFA	 N	LEM:lagow|ROOT:lgw|M|INDEF|ACC
(19:62:5)	<il~aA	 RES	LEM:<il~aA
(19:62:6)	sala`mFA	 N	LEM:sala`m|ROOT:slm|M|INDEF|ACC
(19:62:7)	walahumo	 PRON	3MP
(19:62:8)	rizoquhumo	 N	LEM:rizoq|ROOT:rzq|M|NOM
(19:62:9)	fiyhaA	 P	LEM:fiY
(19:62:10)	bukorapF	 T	LEM:bukorap|ROOT:bkr|F|INDEF|ACC
(19:62:11)	waEa$iy~FA	 T	LEM:Ea$iY~|ROOT:E$w|M|INDEF|ACC
(19:63:1)	tiloka	DEM	LEM:*a`lik|FS
(19:63:2)	{lojan~apu	 PN	LEM:jan~ap|ROOT:jnn|F|NOM
(19:63:3)	{l~atiY	 REL	LEM:{l~a*iY|FS
(19:63:4)	nuwrivu	 V	IMPF|(IV)|LEM:>aworava|ROOT:wrv|1P
(19:63:5)	mino	 P	LEM:min
(19:63:6)	EibaAdinaA	 N	LEM:Eabod|ROOT:Ebd|MP|GEN
(19:63:7)	man	 REL	LEM:man
(19:63:8)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:63:9)	taqiy~FA	 N	LEM:taqiy~|ROOT:wqy|MS|INDEF|ACC
(19:64:1)	wamaA	NEG	LEM:maA
(19:64:2)	natanaz~alu	 V	IMPF|(V)|LEM:tanaz~alato|ROOT:nzl|1P
(19:64:3)	<il~aA	 RES	LEM:<il~aA
(19:64:4)	bi>amori	 N	LEM:>amor|ROOT:Amr|M|GEN
(19:64:5)	rab~ika	 N	LEM:rab~|ROOT:rbb|M|GEN
(19:64:6)	lahu,	 PRON	3MS
(19:64:7)	maA	 REL	LEM:maA
(19:64:8)	bayona	 LOC	LEM:bayon|ROOT:byn|ACC
(19:64:9)	>ayodiynaA	 N	LEM:yad|ROOT:ydy|FP|GEN
(19:64:10)	wamaA	 REL	LEM:maA
(19:64:11)	xalofanaA	 LOC	LEM:xalof|ROOT:xlf|M|ACC
(19:64:12)	wamaA	 REL	LEM:maA
(19:64:13)	bayona	 LOC	LEM:bayon|ROOT:byn|ACC
(19:64:14)	*a`lika	 DEM	LEM:*a`lik|MS
(19:64:15)	wamaA	 NEG	LEM:maA
(19:64:16)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:64:17)	rab~uka	 N	LEM:rab~|ROOT:rbb|M|NOM
(19:64:18)	nasiy~FA	 N	LEM:nasiy~|ROOT:nsy|M|INDEF|ACC
(19:65:1)	r~ab~u	N	LEM:rab~|ROOT:rbb|M|NOM
(19:65:2)	{ls~ama`wa`ti	 N	LEM:samaA^'|ROOT:smw|FP|GEN
(19:65:3)	wa{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(19:65:4)	wamaA	 REL	LEM:maA
(19:65:5)	bayonahumaA	 LOC	LEM:bayon|ROOT:byn|ACC
(19:65:6)	fa{Eobudohu	 V	IMPV|LEM:Eabada|ROOT:Ebd|2MS
(19:65:7)	wa{SoTabiro	 V	IMPV|(VIII)|LEM:{SoTabiro|ROOT:Sbr|2MS
(19:65:8)	liEiba`datihi.	 N	LEM:EibaAdat|ROOT:Ebd|F|GEN
(19:65:9)	halo	 INTG	LEM:hal
(19:65:10)	taEolamu	 V	IMPF|LEM:Ealima|ROOT:Elm|2MS
(19:65:11)	lahu,	 PRON	3MS
(19:65:12)	samiy~FA	 N	LEM:samiy~|ROOT:smw|M|INDEF|ACC
(19:66:1)	wayaquwlu	V	IMPF|LEM:qaAla|ROOT:qwl|3MS
(19:66:2)	{lo<insa`nu	 N	LEM:<insa`n|ROOT:Ans|M|NOM
(19:66:3)	>a'i*aA	 T	LEM:<i*aA
(19:66:4)	maA	 REL	LEM:maA
(19:66:5)	mit~u	 V	PERF|LEM:m~aAta|ROOT:mwt|1S
(19:66:6)	lasawofa	 FUT	LEM:sawof
(19:66:7)	>uxoraju	 V	IMPF|PASS|(IV)|LEM:>axoraja|ROOT:xrj|1S
(19:66:8)	Hay~FA	 N	LEM:Hay~|ROOT:Hyy|MS|INDEF|ACC
(19:67:1)	>awalaA	NEG	LEM:laA
(19:67:2)	ya*okuru	 V	IMPF|LEM:*akara|ROOT:*kr|3MS
(19:67:3)	{lo<insa`nu	 N	LEM:<insa`n|ROOT:Ans|M|NOM
(19:67:4)	>an~aA	 ACC	LEM:>an~|SP:<in~
(19:67:5)	xalaqona`hu	 V	PERF|LEM:xalaqa|ROOT:xlq|1P
(19:67:6)	min	 P	LEM:min
(19:67:7)	qabolu	 N	LEM:qabol|ROOT:qbl|GEN
(19:67:8)	walamo	 NEG	LEM:lam
(19:67:9)	yaku	 V	IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS|MOOD:JUS
(19:67:10)	$ayo_#FA	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|ACC
(19:68:1)	fawarab~ika	N	LEM:rab~|ROOT:rbb|M|GEN
(19:68:2)	lanaHo$uran~ahumo	 V	IMPF|LEM:Ha$ara|ROOT:H$r|1P
(19:68:3)	wa{l$~aya`Tiyna	 PN	LEM:$ayoTa`n|ROOT:$Tn|MP|ACC
(19:68:4)	vum~a	 CONJ	LEM:vum~
(19:68:5)	lanuHoDiran~ahumo	 V	IMPF|(IV)|LEM:>aHoDarato|ROOT:HDr|1P
(19:68:6)	Hawola	 LOC	LEM:Hawol|ROOT:Hwl|M|ACC
(19:68:7)	jahan~ama	 PN	LEM:jahan~am|GEN
(19:68:8)	jiviy~FA	 N	VN|LEM:jiviy~|ROOT:jvw|MP|INDEF|ACC
(19:69:1)	vum~a	CONJ	LEM:vum~
(19:69:2)	lananziEan~a	 V	IMPF|LEM:nazaEa|ROOT:nzE|1P
(19:69:3)	min	 P	LEM:min
(19:69:4)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(19:69:5)	$iyEapK	 N	LEM:$iyEap|ROOT:$yE|F|INDEF|GEN
(19:69:6)	>ay~uhumo	 INTG	LEM:>aY~|NOM
(19:69:7)	>a$ad~u	 N	LEM:>a$ad~|ROOT:$dd|MS|NOM
(19:69:8)	EalaY	 P	LEM:EalaY`
(19:69:9)	{lr~aHoma`ni	 N	LEM:r~aHoma`n|ROOT:rHm|MS|GEN
(19:69:10)	Eitiy~FA	 N	LEM:Eitiy~|ROOT:Etw|M|INDEF|ACC
(19:70:1)	vum~a	CONJ	LEM:vum~
(19:70:2)	lanaHonu	 PRON	1P
(19:70:3)	>aEolamu	 N	LEM:>aEolam|ROOT:Elm|MS|NOM
(19:70:4)	bi{l~a*iyna	 REL	LEM:{l~a*iY|MP
(19:70:5)	humo	 PRON	3MP
(19:70:6)	>awolaY`	 N	LEM:>awolaY`|ROOT:wly|MS|NOM
(19:70:7)	bihaA	 PRON	3FS
(19:70:8)	Siliy~FA	 N	LEM:Siliy~|ROOT:Sly|M|INDEF|ACC
(19:71:1)	wa<in	NEG	LEM:<in
(19:71:2)	m~inkumo	 P	LEM:min
(19:71:3)	<il~aA	 RES	LEM:<il~aA
(19:71:4)	waAriduhaA	 N	ACT|PCPL|LEM:waArid|ROOT:wrd|M|NOM
(19:71:5)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:71:6)	EalaY`	 P	LEM:EalaY`
(19:71:7)	rab~ika	 N	LEM:rab~|ROOT:rbb|M|GEN
(19:71:8)	HatomFA	 N	LEM:Hatom|ROOT:Htm|M|INDEF|ACC
(19:71:9)	m~aqoDiy~FA	 ADJ	PASS|PCPL|LEM:m~aqoDiy~|ROOT:qDy|M|INDEF|ACC
(19:72:1)	vum~a	CONJ	LEM:vum~
(19:72:2)	nunaj~iY	 V	IMPF|(II)|LEM:naj~aY`|ROOT:njw|1P
(19:72:3)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(19:72:4)	{t~aqawA@	 V	PERF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|3MP
(19:72:5)	w~ana*aru	 V	IMPF|LEM:ya*ara|ROOT:w*r|1P
(19:72:6)	{lZ~a`limiyna	 N	ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|ACC
(19:72:7)	fiyhaA	 P	LEM:fiY
(19:72:8)	jiviy~FA	 N	VN|LEM:jiviy~|ROOT:jvw|MP|INDEF|ACC
(19:73:1)	wa<i*aA	T	LEM:<i*aA
(19:73:2)	tutolaY`	 V	IMPF|PASS|LEM:talaY`|ROOT:tlw|3FS
(19:73:3)	Ealayohimo	 P	LEM:EalaY`
(19:73:4)	'aAya`tunaA	 N	LEM:'aAyap|ROOT:Ayy|FP|NOM
(19:73:5)	bay~ina`tK	 ADJ	LEM:bay~inap|ROOT:byn|FP|INDEF|ACC
(19:73:6)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(19:73:7)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(19:73:8)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(19:73:9)	lil~a*iyna	 REL	LEM:{l~a*iY|MP
(19:73:10)	'aAmanuw^A@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(19:73:11)	>aY~u	 INTG	LEM:>aY~
(19:73:12)	{lofariyqayoni	 N	LEM:fariyq|ROOT:frq|MD|GEN
(19:73:13)	xayorN	 N	LEM:xayor|ROOT:xyr|MS|INDEF|NOM
(19:73:14)	m~aqaAmFA	 N	LEM:maqaAm|ROOT:qwm|M|INDEF|ACC
(19:73:15)	wa>aHosanu	 N	LEM:>aHosan|ROOT:Hsn|MS|NOM
(19:73:16)	nadiy~FA	 N	LEM:nadiy~|ROOT:ndw|M|INDEF|ACC
(19:74:1)	wakamo	INTG	LEM:kam
(19:74:2)	>aholakonaA	 V	PERF|(IV)|LEM:>aholaka|ROOT:hlk|1P
(19:74:3)	qabolahum	 T	LEM:qabol|ROOT:qbl|ACC
(19:74:4)	m~in	 P	LEM:min
(19:74:5)	qaronK	 N	LEM:qaron|ROOT:qrn|M|INDEF|GEN
(19:74:6)	humo	 PRON	3MP
(19:74:7)	>aHosanu	 N	LEM:>aHosan|ROOT:Hsn|MS|NOM
(19:74:8)	>ava`vFA	 N	LEM:>ava`v|ROOT:Avv|M|INDEF|ACC
(19:74:9)	wari'oyFA	 N	LEM:ri'oy|ROOT:rAy|M|INDEF|ACC
(19:75:1)	qulo	V	IMPV|LEM:qaAla|ROOT:qwl|2MS
(19:75:2)	man	 REL	LEM:man
(19:75:3)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(19:75:4)	fiY	 P	LEM:fiY
(19:75:5)	{lD~ala`lapi	 N	LEM:Dala`lap|ROOT:Dll|F|GEN
(19:75:6)	faloyamodudo	 V	IMPF|LEM:mad~a|ROOT:mdd|3MS|MOOD:JUS
(19:75:7)	lahu	 PRON	3MS
(19:75:8)	{lr~aHoma`nu	 N	LEM:r~aHoma`n|ROOT:rHm|MS|NOM
(19:75:9)	mad~FA	 N	VN|LEM:mad~|ROOT:mdd|M|INDEF|ACC
(19:75:10)	Hat~aY`^	 INC	LEM:Hat~aY`
(19:75:11)	<i*aA	 T	LEM:<i*aA
(19:75:12)	ra>awoA@	 V	PERF|LEM:ra'aA|ROOT:rAy|3MP
(19:75:13)	maA	 REL	LEM:maA
(19:75:14)	yuwEaduwna	 V	IMPF|PASS|LEM:waEada|ROOT:wEd|3MP
(19:75:15)	<im~aA	 EXL	LEM:<im~aA
(19:75:16)	{loEa*aAba	 N	LEM:Ea*aAb|ROOT:E*b|M|ACC
(19:75:17)	wa<im~aA	 EXL	LEM:<im~aA
(19:75:18)	{ls~aAEapa	 N	LEM:saAEap|ROOT:swE|F|ACC
(19:75:19)	fasayaEolamuwna	 V	IMPF|LEM:Ealima|ROOT:Elm|3MP
(19:75:20)	mano	 REL	LEM:man
(19:75:21)	huwa	 PRON	3MS
(19:75:22)	$ar~N	 N	LEM:$ar~|ROOT:$rr|MS|INDEF|NOM
(19:75:23)	m~akaAnFA	 N	LEM:m~akaAn|ROOT:kwn|M|INDEF|ACC
(19:75:24)	wa>aDoEafu	 N	LEM:>aDoEaf|ROOT:DEf|MS|NOM
(19:75:25)	jundFA	 N	LEM:jund|ROOT:jnd|M|INDEF|ACC
(19:76:1)	wayaziydu	V	IMPF|LEM:zaAda|ROOT:zyd|3MS
(19:76:2)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(19:76:3)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(19:76:4)	{hotadawoA@	 V	PERF|(VIII)|LEM:{hotadaY`|ROOT:hdy|3MP
(19:76:5)	hudFY	 N	LEM:hudFY|ROOT:hdy|M|INDEF|ACC
(19:76:6)	wa{loba`qiya`tu	 N	ACT|PCPL|LEM:ba`qiya`t|ROOT:bqy|FP|GEN
(19:76:7)	{lS~a`liHa`tu	 N	ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|GEN
(19:76:8)	xayorN	 ADJ	LEM:xayor|ROOT:xyr|MS|INDEF|NOM
(19:76:9)	Einda	 LOC	LEM:Eind|ROOT:End|ACC
(19:76:10)	rab~ika	 N	LEM:rab~|ROOT:rbb|M|GEN
(19:76:11)	vawaAbFA	 N	LEM:vawaAb|ROOT:vwb|M|INDEF|ACC
(19:76:12)	waxayorN	 N	LEM:xayor|ROOT:xyr|MS|INDEF|NOM
(19:76:13)	m~arad~FA	 N	LEM:marad~|ROOT:rdd|M|INDEF|ACC
(19:77:1)	>afara'ayota	V	PERF|LEM:ra'aA|ROOT:rAy|2MS
(19:77:2)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(19:77:3)	kafara	 V	PERF|LEM:kafara|ROOT:kfr|3MS
(19:77:4)	bi_#aAya`tinaA	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(19:77:5)	waqaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(19:77:6)	la>uwtayan~a	 V	IMPF|PASS|(IV)|LEM:A^taY|ROOT:Aty|1S
(19:77:7)	maAlFA	 N	LEM:maAl|ROOT:mwl|M|INDEF|ACC
(19:77:8)	wawaladFA	 N	LEM:walad|ROOT:wld|M|INDEF|ACC
(19:78:1)	>aT~alaEa	V	PERF|(VIII)|LEM:T~alaEa|ROOT:TlE|3MS
(19:78:2)	{logayoba	 N	LEM:gayob|ROOT:gyb|M|ACC
(19:78:3)	>ami	 CONJ	LEM:>am
(19:78:4)	{t~axa*a	 V	PERF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|3MS
(19:78:5)	Einda	 LOC	LEM:Eind|ROOT:End|ACC
(19:78:6)	{lr~aHoma`ni	 N	LEM:r~aHoma`n|ROOT:rHm|MS|GEN
(19:78:7)	EahodFA	 N	LEM:Eahod|ROOT:Ehd|M|INDEF|ACC
(19:79:1)	kal~aA	AVR	LEM:kal~aA
(19:79:2)	sanakotubu	 V	IMPF|LEM:kataba|ROOT:ktb|1P
(19:79:3)	maA	 REL	LEM:maA
(19:79:4)	yaquwlu	 V	IMPF|LEM:qaAla|ROOT:qwl|3MS
(19:79:5)	wanamud~u	 V	IMPF|LEM:mad~a|ROOT:mdd|1P
(19:79:6)	lahu,	 PRON	3MS
(19:79:7)	mina	 P	LEM:min
